Date,Time,Site,Rep,FQ_ID,FQ_PH,FQ_chl,FQ_ratio,CF_PH,CF_chl,CF_ratio,temperature_C,DO_pct,turbidity,chl_RFU,maramataka,weather_description,water_description,
,13:52,Te Koutu ,1,,7,3.55,1.97,402.49,3969.5,0.1,24.7,116.7,1.11,0.81,,,"moderate wave action, slightly murky. ",
,,,2,,0.1,4.39,0.02,261.69,3119.1,0.08,,,,,,,,
,,,3,,0.1,7.54,0.01,237.65,3361.7,0.07,,,,,,,,
,14:10,Lake Front ,1,,0.1,9.4,0.01,885.32,5728,0.15,26.1,194.5,6.8,0.65,,,,
,,,2,,0.1,8.96,0.01,932.71,4514.7,0.2,,,,,,,,
,,,3,,0.1,8.32,0.01,917.58,5753.3,0.15,,,,,,,,
,,,,,,,,,,,,,,,,,,
12/2/2025,10:40,Hannah's Bay ,1,A,0.1,1.04,0.09,406.56,1880.6,0.21,22.1,102.4,0.98,0.8,?turuturu,"Clear skies, slight winds ","Slight ripples, hazy but can still see bottom ",
,,,2,,0.1,2.81,0.03,288.5,1995.6,0.14,,,,,,,,
,,,3,,0.1,3.4,0.02,291.88,1162.7,0.25,,,,,,,,
,11:25,Te P?hue ,1,,0.1,1.98,0.05,78.27,405.6,0.19,21.3,99.4,0.68,0.18,,,"Moderate wave action, clear ",
,,,2,,0.1,0.9,0.11,183.35,483.2,0.37,,,,,,,,
,,,3,,0.1,0.6,0.12,133.26,732.12,0.18,,,,,,,,
,11:40,Ohau Channel ,1,,0.1,1,0.1,78.96,836.5,0.09,21.2,88.6,0.7,0.31,,,"high wave action, clear ",
,,,2,,0.1,2.08,0.04,199.17,896.65,0.22,,,,,,,,
,,,3,,0.1,0.8,0.12,162.07,1483.7,0.1,,,,,,,,
,12:01,Hamurana (East),1,,0.1,1.39,0.07,278.13,1968.6,0.14,19.9,104.8,2.25,0.52,,,"high wave action, murky ",
,,,2,,0.1,2.32,0.04,256.86,1249.1,0.2,,,,,,,,
,,,3,,0.1,1.95,0.05,204.7,1211.5,0.16,,,,,,,,
,12.26,Hamurana (bridge),1,,0.1,5.27,0.01,773.77,3297,0.23,19,134,5.52,0.79,,,"high wave action, murky ",
,,,2,,0.1,6.31,0.01,1076.8,4631.6,0.23,,,,,,,,
,,,3,,0.1,5.47,0.01,949.15,4699.7,0.2,,,,,,,,
,12.39,Hamurana (West),1,,5.5,4.24,1.29,515.79,2437.9,0.21,21.9,118.5,7.85,1.43,,,"moderate wave action, murky ",
,,,2,,0.1,3.6,0.02,469.08,2679.5,0.17,,,,,,,,
,,,3,,28.78,4.14,0.95,539.83,2543.5,0.21,,,,,,,,
,12.55,Awahou (Tarimano),1,,0.1,0.85,0.11,61.83,197.15,0.31,14.2,110,1.07,0.05,,,"flat, clear",
,,,2,,0.1,0.75,0.13,0,0,0,,,,,,,,
,,,3,,0.1,0.6,0.16,7.53,285.22,0.02,,,,,,,,
,13:14,Ngongotaha ,1,,25.65,1.98,12.95,239.03,1811.6,0.13,22.9,114.3,1.45,0.99,,,"Moderate wave action, hazy ",
,,,2,,15.47,1.83,8.45,347.5,1309.2,0.26,,,,,,,,
,,,3,,14.69,2.77,5.3,390.81,1338,0.29,,,,,,,,
,13:31,Te Koutu ,1,,0.1,1.54,0.06,118.83,762.35,0.15,24,120.1,1,0.91,,,"moderate wave action, clear ",
,,,2,,0.1,1.98,0.05,201.24,822.49,0.24,,,,,,,,
,,,3,,0.1,1.44,0.06,230.05,683.81,0.33,,,,,,,,
,14:05,Lake Front ,1,,0.1,5.8,0.01,3689.5,1025.4,0.27,26.9,173.8,7.1,0.7,,,"moderate wave action, murky ",
,,,2,,0.1,5.57,0.01,957.44,2934.2,0.32,,,,,,,,
,,,3,,0.1,5.03,0.01,916.2,2699.6,0.33,,,,,,,,
,,,,,,,,,,,,,,,,,,
14/02/2025,10:22,Hannah's Bay ,1,A,0.1,5.08,0.01,864.73,3717.5,0.23,,PRO DSS UNAVAILABLE,,,R?kaumatohi ,"Fine spells, light winds ","Light wave action, clear",
,,,2,,0.1,5.22,0.01,729.4,4300.1,0.16,,,,,,,,
,,,3,,0.1,4.24,0.02,495.89,2242.5,0.22,,,,,,,,
,10:58,Te P?hue ,1,,0.1,0.5,0.2,43.5,358.53,0.12,,,,,,,"ripples, clear",
,,,2,,0.1,0.6,0.16,70.05,1096.4,0.06,,,,,,,,
,,,3,,0.1,0.75,0.13,55.32,570.43,0.07,,,,,,,,
,11:10,Ohau Channel ,1,,0.1,2.52,0.03,92.71,921.95,0.1,,,,,,,ripples. clear ,
,,,2,,0.1,1.78,0.05,177.89,884.5,0.2,,,,,,,,
,,,3,,0.1,1.34,0.07,156.61,889.73,0.17,,,,,,,,
,11.22,Hamurana (East),1,,0.1,2.77,0.08,471.16,3364.3,0.14,,,,,,,"ripples, clear ",
,,,2,,0.1,1.83,0.05,321.45,2703.1,0.11,,,,,,,,
,,,3,,0.1,2.37,0.04,424.46,1919.8,0.22,,,,,,,,
,11:42,Hamurana (bridge),1,,0.1,3.5,0.02,642.52,2991.7,0.21,,,,,,,slight ripples/ murky ,
,,,2,,0.1,5.86,0.01,854.37,4374.37,0.19,,,,,,,,
,,,3,,0.1,3.8,0.02,574.16,574.16,0.18,,,,,,,,
,12:00,Hamurana (West),1,,0.1,1,0.1,0,0,0,,,,,,,"ripples, clear",
,,,2,,0.1,1.19,0.08,30.88,510.29,0.06,,,,,,,,
,,,3,,0.1,1.34,0.07,0,0,0,,,,,,,,
,12:21,Awahou (Tarimano),1,,4,1.39,2.87,94.78,255.61,0.37,,,,,,,"Flat, clear",
,,,2,,0.1,1.29,0.07,87.25,239.92,0.36,,,,,,,,
,,,3,,0.1,1.3,0.07,64.59,905.96,0.08,,,,,,,,
,12:40,Ngongotaha ,1,,0.1,1.29,0.05,278.13,2292.2,0.12,,,,,,,"clear, light wave action",
,,,2,,0.1,1.73,0.04,182.66,1134.7,0.16,,,,,,,,
,,,3,,0.1,1.78,0.05,143.56,906.26,0.15,,,,,,,,
,13:13,Te Koutu ,1,,0.1,1.73,0.05,143.56,831.27,0.17,,,,,,,"light wave action, clear",
,,,2,,0.1,2.03,0.04,271.3,993.49,0.27,,,,,,,,
,,,3,,0.1,1.83,0.05,122.28,739.66,0.16,,,,,,,,
,13:30,Lake Front ,1,,0.1,5.8,0.01,3689.5,1025.4,0.21,,,,,,,"moderate wave action, murky ",
,,,2,,0.1,5.57,0.01,957.44,2934.2,0.32,,,,,,,,
,,,3,,0.1,5.03,0.01,916.2,2699.6,0.33,,,,,,,,
,,,,,,,,,,,,,,,,,,
19/02/2025,10:50,Hannah's Bay ,1,A,0.1,2.77,0.03,144.25,1837,0.07,22.3,82,2.75,0.64,Korekore-piri-ki-nga-Tangaroa ,"Cloudy, medium winds- northerlies ","High wave action, hazy but can still see lake floor ",
,,,2,,0.1,4,0.02,182.66,1630.2,0.11,,,,,,,,
,,,3,,0.1,2.47,0.04,268.53,1643.3,0.16,,,,,,,,
,11:25,Te P?hue ,1,,0.1,1.04,0.09,139.41,878.34,0.15,22.7,96.5,1.83,0.27,,,"High wave action, clear.",
,,,2,,0.1,0.75,0.13,186.11,431.75,0.43,,,,,,,,
,,,3,,0.1,1.04,0.09,354.4,1294.4,0.29,,,,,,,,
,11:45,Ohau Channel ,1,,0.1,1.29,0.07,166.91,549.51,0.3,22,79.2,0.62,0.36,,,"light wave action, clear. ",
,,,2,,0.1,0.9,0.11,126.36,1273.4,0.09,,,,,,,,
,,,3,,16.26,4.04,4.02,74.2,1227.2,0.06,,,,,,,,
,12:12,Hamurana (East),1,,17.04,2.18,7.81,317.31,914.11,0.34,22.2,74.2,1.38,0.4,,,"light wave action, clear",
,,,2,,5.5,1.54,3.57,250.71,1959.9,0.12,,,,,,,,
,,,3,,0.1,2.42,0.04,102.31,509.35,0.37,,,,,,,,
,12:30,Hamurana (bridge),1,,27.21,1.63,16.69,146.32,785.88,0.18,17.2,114,0.67,0.19,,,"Clear, ripples",
,,,2,,38.17,1.63,23.41,149.71,785.04,0.19,,,,,,,,
,,,3,,47.56,1.73,27.49,102.31,513.74,0.19,,,,,,,,
,12:53,Hamurana (West),1,,1,1.29,0.77,89.26,477.13,0.18,23.1,108.8,0.41,0.12,,,"clear, ripples ",
,,,2,,0.1,1.19,0.08,0,0,0,,,,,,,,
,,,3,,0.1,1.49,0.06,39.17,622.82,0.06,,,,,,,,
,13:16,Awahou (Tarimano),1,,40.52,1.59,25.48,37.79,143.07,0.26,13.7,94.3,0.18,0.01,,,"light wave actions, clear ",
,,,2,,23.3,1.83,12.73,36.41,293.99,0.12,,,,,,,,
,,,3,,24.97,1.34,24.97,10.98,118.61,0.09,,,,,,,,
,13:47,Ngongotaha ,1,,28.78,1.93,14.91,168.98,641.97,0.26,19.3,108,0.71,0.16,,,"high wave action, clear ",
,,,2,,3.25,1.24,2.62,119.52,531.21,0.22,,,,,,,,
,,,3,,21.73,1.34,16.21,201.24,614.04,0.32,,,,,,,,
,14:10,Te Koutu ,1,,0.1,12.9,0,188.88,1021.4,0.18,23.7,127,0.98,0.52,,,"high wave action, hazy ",
,,,2,,0.1,13.1,0,618.1,10359,0.05,,,,,,,,
,,,3,,1,2.47,0.4,340.66,2285.2,0.14,,,,,,,,
,14:29,Lake Front ,1,,0.1,3.21,0.03,1624.3,4110,0.39,25.7,123.6,4.02,1.55,,,"High wave action, murky ",
,,,2,,0.1,4.63,0.02,644.91,4383.9,0.14,,,,,,,,
,,,3,,0.1,4,0.02,397.65,2588.5,0.15,,,,,,,,
,,,,,,,,,,,,,,,,,,
24/02/2025,10:40,Hannah's Bay ,1,A,0.1,3.4,0.02,730.78,3217.6,0.22,,,,,?rongonui ,"Partly cloudy, light winds ","Moderate eave action, clear. ",
,,,2,,0.1,4.39,0.02,632.54,2804.2,0.22,,,,,,,,
,,,3,,0.1,5.42,0.01,496.58,2314,0.21,,,,,,,,
,11:15,Te P?hue ,1,,0.1,1.04,0.09,206.08,853.97,0.24,,,,,,,"Clear, ripples ",
,,,2,,0.1,2.27,0.04,162.07,992.65,0.16,,,,,,,,
,,,3,,0.1,1.73,0.05,334.51,1420,0.23,,,,,,,,
,11:35,Ohau Channel ,1,,0.1,1.88,0.05,448.5,1131.3,0.39,,,,,,,"flat, clear",
,,,2,,0.1,1.63,0.06,199.17,816.42,0.24,,,,,,,,
,,,3,,0.1,1.73,0.05,113.3,857.42,0.13,,,,,,,,
,11:59,Hamurana (East),1,,0.1,2.18,0.04,334.51,2086.4,0.27,,,,,,,"Clear, ripples ",
,,,2,,0.1,1.63,0.06,316.61,3042.3,0.17,,,,,,,,
,,,3,,0.1,1.49,0.06,420.31,2764.1,0.19,,,,,,,,
,12:19,Hamurana (bridge),1,,0.1,5.27,0.01,599.69,2086.4,0.27,,,,,,,"Murky, light wave action. Smelly mud/sediment wash up, oil?",
,,,2,,0.1,3.7,0.02,546.04,3042.3,0.17,,,,,,,,
,,,3,,0.1,4.09,0.02,548.05,2764.1,0.19,,,,,,,,
,12:30,Hamurana (West),1,,23.3,3.31,7.03,3252.7,1486.3,2.18,,,,,,,"Murky, light wave action",
,,,2,,79.65,5.77,13.8,2741,1717.4,1.59,,,,,,,,
,,,3,,42.86,2.81,15.25,2848.2,1717.4,1.65,,,,,,,,
,12:50,Awahou (Tarimano),1,,40.52,1.59,25.48,144.94,416.06,0.34,,,,,,,"Clear, flat. ",
,,,2,,31.13,1.54,20.21,117.44,294.83,0.39,,,,,,,,
,,,3,,76.26,1.09,14.91,234.89,284.38,0.82,,,,,,,,
,13:11,Ngongotaha ,1,,36.6,2.27,16.12,611.26,1788.9,0.34,,,,,,,"Murky, ripples ",
,,,2,,0.1,2.52,0.03,937.48,1889.3,0.49,,,,,,,,
,,,3,,0.1,1.98,0.05,1355.1,3377.3,0.4,,,,,,,,
,13:35,Te Koutu ,1,,0.1,1.34,0.07,72.12,920.27,0.07,,,,,,,"light wave action, clear. ",
,,,2,,14.69,0.5,29.38,113.99,542.51,0.21,,,,,,,,
,,,3,,5.5,0.85,6.47,113.99,403.82,0.28,,,,,,,,
,14:00,Lake Front ,1,,0.1,2.18,0.04,609.19,2275.7,0.26,,,,,,,"light wave action, clear-ish ",
,,,2,,0.1,2.81,0.05,526.77,2225.9,0.23,,,,,,,,
,,,3,,0.1,2.47,0.04,522.69,2113.4,0.24,,,,,,,,
,,,,,,,,,,,,,,,,,,
26/02/2025,11:00,Hannah's Bay ,1,A,0.1,2.91,0.03,514.4,3134.8,0.16,,,,,?mutu ,"Partly cloudy, moderate winds (westerlies) ","Murky, high wave action, moderate winds ",
,,,2,,0.1,4.93,0.02,513.71,2956.9,0.17,,,,,,,,
,,,3,,0.1,3.4,0.02,570.09,2681.3,0.21,,,,,,,,
,11:30,Te P?hue ,1,,0.1,1.88,0.05,378.45,1461.9,0.25,,,,,,,"Clear, high wave action, moderate winds ",
,,,2,,0.1,1.83,0.05,367.46,1229,0.29,,,,,,,,
,,,3,,0.1,1.93,0.05,483.52,1485.4,0.32,,,,,,,,
,11:45,Ohau Channel ,1,,0.1,14.82,0,633.23,2177.9,0.29,,,,,,,"High wave action, murky, light winds",
,,,2,,0.1,3.11,0.03,765.57,1889.3,0.4,,,,,,,,
,,,3,,0.1,2.91,0.03,844.77,4572.3,0.18,,,,,,,,
,12:06,Hamurana (East),1,,0.1,3.01,0.03,599.59,1863.1,0.32,,,,,,,"High wave action, murky, light winds ",
,,,2,,0.1,2.52,0.03,610.57,1780.3,0.34,,,,,,,,
,,,3,,0.1,3.01,0.03,639.45,2075.9,0.3,,,,,,,,
,12:19,Hamurana (bridge),1,,2.5,19.55,0.12,2798.7,13310,0.21,,,,,,,"Moderate wind action, light winds, murky, smelly/oil coating top of water near shores",
,,,2,,0.1,21.65,0,2937.4,13109,0.22,,,,,,,,
,,,3,,10.78,16.79,0.64,2747.9,12610,0.21,,,,,,,,
,12:29,Hamurana (West),1,,2.5,5.27,0.47,1197.7,4283.6,0.27,,,,,,,"Light wave action, murky-ish (can still see lake bottom). ",
,,,2,,0.1,6.06,0.01,1147.6,3953.8,0.29,,,,,,,,
,,,3,,0.1,5.67,0.01,1150.4,4195.4,0.27,,,,,,,,
,12:49,Awahou (Tarimano),1,,0.1,5.08,0.01,661.42,2294,0.28,,,,,,,"light wave action, clear. ",
,,,2,,1,3.01,0.33,530.45,2544.3,0.21,,,,,,,,
,,,3,,4.75,2.81,1.69,835.16,3255.2,0.25,,,,,,,,
,13:15,Ngongotaha ,1,,0.1,1.34,0.07,478.6,1486.3,0.32,,,,,,,"flat, clear. ",
,,,2,,0.1,1.93,0.05,419.62,1612.7,0.62,,,,,,,,
,,,3,,0.1,2.27,0.04,346.87,1539.5,0.22,,,,,,,,
,13:30,Te Koutu ,1,,3.25,0.55,5.9,63.21,318.37,0.19,,,,,,,"flat, clear. ",
,,,2,,0.1,0.95,0.1,89.26,425.68,0.2,,,,,,,,
,,,3,,0.1,0.75,0.13,96.86,450.98,0.21,,,,,,,,
,13:42,Lake Front ,1,,8.5,2.18,3.89,390.81,990.04,0.39,,,,,,,"flat, clear. ",
,,,2,,0.1,1.68,0.05,146.32,861.81,0.16,,,,,,,,
,,,3,,0.1,1.88,0.05,188.19,790.27,0.23,,,,,,,,
,,,,,,,,,,,,,,,,,,
2/3/2025,12:28,Hannah's Bay ,1,A,22.52,2.91,7.73,440.97,3128.7,0.14,22.7,109.3,1.38,1.16,Hoata ,,"Moderate wind and wace action, clear ",
,,,2,,13.91,2.67,5.2,443.66,1829.1,0.24,,,,,,,,
,,,3,,0.1,5.27,0.01,415.54,1904.1,0.21,,,,,,,,
,12:25,Te P?hue ,1,,17.04,2.27,7.5,364.01,921.11,0.39,22.9,103.8,1.07,0.36,,,"Moderate wave action, murky ",
,,,2,,0.1,2.08,0.04,320.76,808.88,0.39,,,,,,,,
,,,3,,0.1,2.03,0.04,351.64,832.11,0.42,,,,,,,,
,12:03,Ohau Channel ,1,,1,3.16,0.31,360.55,1287.4,0.28,21.2,109.8,2.46,0.56,,,"High winds and wave action, murky",
,,,2,,22.5,3.31,0.8,367.46,1187,0.3,,,,,,,,
,,,3,,18.6,3.16,0.36,445.04,1388.6,0.32,,,,,,,,
,11:47,Hamurana (East),1,,31.91,4.78,6.67,767.18,1931.1,0.39,20.8,106.3,5.87,1.28,,,"High winds and wave action, murky",
,,,2,,18.6,5.57,3.33,710.19,2236.4,0.31,,,,,,,,
,,,3,,2.5,4.29,0.58,736.23,2442.2,0.3,,,,,,,,
,11:23,Hamurana (bridge),1,,13.13,11.37,1.15,2301.4,7950.5,0.28,21.2,112.1,6.25,2.39,,,"High winds and wave action, murky ",
,,,2,,1.75,18.51,0.07,3774,12187,0.3,,,,,,,,
,,,3,,4,12.65,0.31,2899,13077,0.22,,,,,,,,
,11:00,Hamurana (West),1,,4.75,5.81,0.81,1276.7,4412.7,0.28,21.2,103,4.68,1.26,,,"High winds and wave action, murky ",
,,,2,,0.1,5.91,0.01,1265.7,5385.2,0.23,,,,,,,,
,,,3,,0.1,7.09,0.01,1300.7,4335.1,0.3,,,,,,,,
,,Awahou (Tarimano),1,,8.99,1.5,5.1,250.05,865.55,0.3,20.1,111.1,1.4,0.41,,,"Hazy, moderate wave action ",
,,,2,,12,2.9,31,274.6,890.44,0.29,,,,,,,,
,,,3,,38.17,1.93,21.75,391,773.4,0.67,,,,,,,,
,10:29,Ngongotaha ,1,,0.1,1.59,0.06,323.52,1488.9,0.21,20.4,101.9,0.84,0.93,,,"flat, clear ",
,,,2,,0.1,2.62,0.03,224.59,1591.8,0.14,,,,,,,,
,,,3,,0.1,2.22,0.04,331.74,1360.7,0.24,,,,,,,,
,10:05,Te Koutu ,1,,0.1,1.93,0.02,379.14,1374.7,0.29,21.6,109.5,1.43,0.87,,,"Flat, clear ",
,,,2,,0.1,2.13,0.02,298.79,1215.9,0.24,,,,,,,,
,,,3,,0.1,1.73,0.02,387.36,1283.1,0.28,,,,,,,,
,9:48,Lake Front ,1,,0.1,3.36,0.05,660.03,1741.4,0.24,21,80.8,1.22,0.45,,,"Flat, clear ",
,,,2,,0.1,3.95,0.04,572.09,2233.8,0.25,,,,,,,,
,,,3,,0.1,4,0.05,574.85,2122.2,0.27,,,,,,,,
,,,,,,,,,,,,,,,,,,
3/3/2025,13:35,Hannah's Bay ,1,A,17.04,3.95,4.31,669.64,3031,0.22,23.8,116.3,1.83,1.47,?uenuku ,,"ripples, clear ",
,,,2,,25.65,3.85,6.66,598.2,2592.3,0.23,,,,,,,,
,,,3,,28.78,3.31,8.69,576.93,3071.1,0.18,,,,,,,,
,13:16,Te P?hue ,1,,31.13,1.24,25.1,357.17,1047.5,0.34,23.8,115,1.84,1.29,,,"light wave action, clear ",
,,,2,,31.91,1.49,21.41,383.21,1317,0.29,,,,,,,,
,,,3,,34.26,1.54,22.24,419.62,1210.7,0.34,,,,,,,,
,12:52,Ohau Channel ,1,,10,1,10,379.14,984.81,0.38,21.7,103.9,3.67,0.78,,,"Moderate wind and wave action, murky ",
,,,2,,0.1,1.54,0.06,211.54,730.04,0.28,,,,,,,,
,,,3,,0.1,1.73,0.05,358.55,1040.5,0.34,,,,,,,,
,12:39,Hamurana (East),1,,2.5,3.36,0.74,374.99,1547.3,0.24,22.4,112.5,1.52,0.46,,,"moderate wave action, clear ",
,,,2,,15.47,2.08,7.43,346.18,1242.9,0.27,,,,,,,,
,,,3,,21.73,2.08,10.7,285.04,1157.4,0.24,,,,,,,,
,12:18,Hamurana (bridge),1,,28.78,3.85,7.47,1296.7,5143.6,0.25,21.9,105.6,2.74,0.98,,,"Moderate wind and wave action, murky ",
,,,2,,23.3,5.62,4.14,1269.9,4829.6,0.26,,,,,,,,
,,,3,,38.17,5.08,7.51,1177.8,5188.9,0.22,,,,,,,,
,12:00,Hamurana (West),1,,18.6,1.63,11.41,353.71,1375.5,0.25,21.9,102.3,0.83,0.46,,,"Moderate wind and wave action, hazy ",
,,,2,,0.1,1.39,0.07,307.7,1157.4,0.26,,,,,,,,
,,,3,,13.91,1.44,9.65,395.17,2008.8,0.17,,,,,,,,
,11:52,Awahou (Tarimano),1,,21.73,1.68,12.93,390.12,1958.2,0.19,19,104.3,1.21,0.35,,,"Hazy, light wave action ",
,,,2,,55.56,2.13,30.77,539.14,2083.5,0.25,,,,,,,,
,,,3,,0.1,1.98,0.05,342.04,1891.9,0.18,,,,,,,,
,11:30,Ngongotaha ,1,,9.25,1.78,5.19,274.06,844.35,0.32,20.6,96.5,0.99,0.75,,,"flat, clear ",
,,,2,,11.56,2.67,4.32,247.94,830.43,0.29,,,,,,,,
,,,3,,36.17,1.83,20.85,427.22,743.2,0.57,,,,,,,,
,10:20,Te Koutu ,1,,0.1,1.04,0.09,499.34,1347.6,0.37,21.4,97.3,0.79,0.8,,,"flat, clear",
,,,2,,0.1,1.39,0.07,293.26,1507.2,0.19,,,,,,,,
,,,3,,0.1,0.25,0.4,205.39,1249.9,0.16,,,,,,,,
,12:00,Lake Front ,1,,0.1,3.11,0.03,451.95,2483.2,0.18,21.3,79.8,1.28,0.83,,,"flat, clear",
,,,2,,0.1,5.08,0.01,552.19,2070.7,0.26,,,,,,,,
,,,3,,0.1,3.11,0.03,435.44,2186.7,0.19,,,,,,,,
,,,,,,,,,,,,,,,,,,
5/3/2025,10:15,Hannah's Bay ,1,A,0.1,0.85,0.11,149.71,903.65,0.16,19.5,84.1,0.85,0.47,Tamateatutahi ,"Clear skies, moderate winds ",ripples. clear,
,,,2,,0.1,1.04,0.09,26.8,571.3,0.04,,,,,,,,
,,,3,,0.1,0.9,0.11,199.02,888.8,0.16,,,,,,,,
,10:36,Te P?hue ,1,,0.1,1.63,0.06,258.93,712.67,0.36,18,96.2,2.05,0.5,,,"Light wave action, clear ",
,,,2,,0.1,1.68,0.05,228.74,688.2,0.33,,,,,,,,
,,,3,,0.1,1.83,0.05,407.94,1238.6,0.32,,,,,,,,
,10:54,Ohau Channel ,1,,60.86,2.52,25.15,947.77,1376.7,0.69,17,102.4,4.15,0.73,,,"murky, high wave action ",
,,,2,,33.47,2.13,15.71,367.46,1108.6,0.33,,,,,,,,
,,,3,,40.52,2.52,16.07,732.85,2229.5,0.32,,,,,,,,
,11:08,Hamurana (East),1,,46,4,11.5,1106.4,2514.7,0.44,16.6,100.2,7.79,1.54,,,"high wind and  wave action, murky",
,,,2,,10,3.75,2.66,824.87,2251.5,0.37,,,,,,,,
,,,3,,18.6,3.06,6.07,813.89,2557.4,0.31,,,,,,,,
,11:24,Hamurana (bridge),1,,26.65,15.35,1.66,2629.7,10693,0.24,18.4,110.7,11.01,6.21,,,"high wind and  wave action, murky",
,,,2,,8.5,12.16,0.69,2973.2,12409,0.23,,,,,,,,
,,,3,,24.08,16.05,1.5,3247.2,16203,0.2,,,,,,,,
,11:38,Hamurana (West),1,,91.39,4,22.84,2868.1,4244.3,0.67,18.6,94.7,38.3,6.51,,,"High wind and wave action, murky ",
,,,2,,53.82,4.49,11.98,2679.2,3348.5,0.8,,,,,,,,
,,,3,,82,4.04,20.29,2529.5,3664.2,0.69,,,,,,,,
,12:06,Awahou (Tarimano),1,,3.25,2.96,1.09,1006.1,2394.3,0.42,19.9,101.3,9.88,1.46,,,"High wind and wave action, murky",
,,,2,,3.25,3.11,1.04,1105.7,2230.3,0.49,,,,,,,,
,,,3,,20.95,2.22,9.43,156.06,2288.8,0.41,,,,,,,,
,12:24,Ngongotaha ,1,,0.1,2.77,0.03,1705.3,979.58,1.7,16.8,110.1,3.5,0.15,,,"clear, flat ",
,,,2,,7,4.14,1.69,840.69,839.96,1,,,,,,,,
,,,3,,26.43,5.37,4.92,654.51,887.12,0.73,,,,,,,,
,12:45,Te Koutu ,1,,0.1,4.04,0.02,807.67,2644.6,0.3,20.5,110.4,1.39,0.82,,,"clear, flat",
,,,2,,8.5,1.59,5.34,576.93,1691.3,0.34,,,,,,,,
,,,3,,19.39,1.24,15.63,346.18,1335.4,0.25,,,,,,,,
,13:02,Lake Front ,1,,46,0.8,57.5,182.66,361.98,0.5,20.3,97.8,1.4,0.07,,,"clear, flat ",
,,,2,,22.52,0.8,28.15,78.96,286.45,0.2,,,,,,,,
,,,3,,21.73,0.65,33.43,91.33,331.44,0.27,,,,,,,,
,,,,,,,,,,,,,,,,,,
7/3/2025,10:46,Hannah's Bay ,1,A,0.1,1.09,0.09,343.42,880.96,0.38,18.4,95.5,0.96,0.52,Tamateaangana,,"ripples, clear",
,,,2,,0.1,1.19,0.08,191.64,1232.4,0.15,,,,,,,,
,,,3,,0.1,0.6,0.16,349.57,1290.1,0.27,,,,,,,,
,11:09,Te P?hue ,1,,13.91,1.19,11.68,140.1,290.45,0.48,16.4,97,1.17,0.1,,,"Light wave action, clear ",
,,,2,,10.78,1.04,10.36,56.3,327.05,0.17,,,,,,,,
,,,3,,0.1,1,0.1,94.78,587.9,0.16,,,,,,,,
,11:27,Ohau Channel ,1,,35.04,2.08,16.84,251.4,633.28,0.39,17.7,92.9,0.81,0.22,,,"Light wave action, clear ",
,,,2,,21.73,2.42,8.97,581.07,633.28,0.91,,,,,,,,
,,,3,,10,1.78,5.61,390.12,1253.4,0.31,,,,,,,,
,11:46,Hamurana (East),1,,5.6,3.55,1.54,1129.8,1304.8,0.86,19.8,102.4,2.05,0.49,,,"Light wave action, clear ",
,,,2,,31.91,2.77,11.51,401.8,1179.2,0.34,,,,,,,,
,,,3,,10.78,2.47,4.36,713.58,741.43,0.96,,,,,,,,
,12:01,Hamurana (bridge),1,,40.52,3.75,10.8,427.22,1098.1,0.38,16.7,92.4,6.67,0.55,,,"flat, murky ",
,,,2,,7,3.21,2.18,513.71,1502,0.34,,,,,,,,
,,,3,,24.08,3.06,7.86,440.97,1002.1,0.44,,,,,,,,
,12:14,Hamurana (West),1,,30.34,2.27,13.36,186.11,897.58,0.2,17,100.2,8.86,0.25,,,"flat, murky ",
,,,2,,4.75,3.25,1.45,231.43,651.59,0.35,,,,,,,,
,,,3,,0.1,1.68,0.05,267.15,566.98,0.47,,,,,,,,
,12:29,Awahou (Tarimano),1,,72.6,1.39,52.23,152.47,235.53,0.64,13.9,94,0.32,0.02,,,"flat, clear ",
,,,2,,82,1.04,78.84,40.55,221.52,0.18,,,,,,,,
,,,3,,9.47,1.68,41.35,92.71,210.22,0.44,,,,,,,,
,12:48,Ngongotaha ,1,,14.69,1.29,11.38,355.09,587.05,0.6,18.5,103,1.02,0.38,,,"Light wave action, clear ",
,,,2,,19.39,1.34,14.47,250.02,789.43,0.31,,,,,,,,
,,,3,,1,1.93,0.51,338.58,1152.6,0.29,,,,,,,,
,13:11,Te Koutu ,1,,20.95,0.85,24.64,144.25,689.97,0.2,19.6,115.2,0.53,0.18,,,"flat, clear ",
,,,2,,22.52,1,22.52,815.27,6022,0.13,,,,,,,,
,,,3,,11.55,1.29,8.96,902.45,5181.1,0.17,,,,,,,,
,13:26,Lake Front ,1,,0.1,1.63,0.66,359.17,1117.3,0.32,23.7,133.6,1.45,0.17,,,"Flat, clear ",
,,,2,,0.1,3.16,0.03,271.99,1775,0.15,,,,,,,,
,,,3,,4.75,2.86,1.65,290.5,1246.4,0.23,,,,,,,,
,,,,,,,,,,,,,,,,,,
10/3/2025,10:40,Hannah's Bay ,1,A,0.1,3.22,0.02,249.33,1166.1,0.21,,,,,Arimatanui ,"Partly cloudy, light winds ","Clear, ripples ",
,,,2,,0.1,1.49,0.06,535.71,1797.6,0.19,,,,,,,,
,,,3,,0.1,0.35,0.28,302.18,1331.9,0.22,,,,,,,,
,,Te P?hue ,1,,0.1,1.83,0.05,254.09,881.89,0.28,,,,,,,,
,,,2,,0.1,1.09,0.09,393.58,898.42,0.43,,,,,,,,
